FirmName, Analyst F Name, Analyst L Name
"Canaccord Genuity","Laura","Champine"
"Morgan, Keegan & Company, Inc.","Laura","Champine"
"Banc Of America Securities","Stephen","Mahedy"
"Clarus Securities","Robert","Catellier"
"Macquarie Research Equities","Robert","Catellier"
"Macquarie Research Equities","Joseph","Magner"
"Petrie Parkman & Co","Joseph","Magner"
"Tristone Capital Inc","Joseph","Magner"
"Susquehanna Financial Group","Chris","Caso"
"Friedman, Billings, Ramsey & Co.","Christopher","Caso"
"HSBC","Nicolas","De Smet"
"Suntrust Robinson Humphrey","David","Magee"
"Wachovia Capital Markets, Llc","Wendy","Caplan"
"Wachovia Securities","Wendy","Caplan"
"Citigroup","Ruchi","Madan"
"Infinium Securities","Andrew","Macpherson"
"HSBC","Yolanda","Wang"
"BMO Capital Markets","Tom","Mackinnon"
"Scotia Capital","Tom","Mackinnon"
"Longbow Research","David","Macgregor"
"First Analysis Corp.","James","Macdonald"
"First Analysis Corp.","Jim","Macdonald"
"Macquarie Research Equities","Greg","Macdonald"
"National Bank Financial","Greg","Macdonald"
"Kansas City Capital","Jonathan","Braatz"
"Liberum Capital","Nick","Walker"
"CIBC World Markets","Joseph","Walewicz"
"Credit Suisse","Foong Wai","Loke"
"Longbow Research","Eli","Lustgarten"
"First Albany Corp.","Joel","Wagonfeld"
"Barclays Capital","Tim","Luke"
"Keybanc Capital Markets","Saul","Ludwig"
"Keybanc Capital Mkts","Saul","Ludwig"
"Keybanc Capital Mkts/Mcdonald","Saul","Ludwig"
"Merriman Curhan Ford & Co.","David","Bain"
"Sterne, Agee & Leach","David","Bain"
"Janney Montgomery Scott LLC","James","Lucas"
"Pacific Crest Securities","Mark","Bachman"
"C.E. Unterberg, Towbin","Gabriel","Lowy"
"Noble Financial Capital Mkts","Gabriel","Lowy"
"A. G. Edwards & Sons, Inc.","David","Aubuchon"
"Robert W. Baird & Co., Inc.","David","Aubuchon"
"Dutton Associates","Wayne","Lottinville"
"Stifel Nicolaus & Company, Inc.","George","Askew"
"Stifel Nicolaus & Company,Inc.","George","Askew"
"Cowen And Company","John","Anthony"
"Sg Cowen & Co.","John","Anthony"
"Stifel Nicolaus & Company, Inc.","William","Loomis"
"Banc Of America Securities","Chris","Allen"
"Banc Of America Securities","Christopher","Allen"
"Evercore Partners","Christopher","Allen"
"A. G. Edwards & Sons, Inc.","Ronald","Londe"
"Wachovia Capital Markets, Llc","Ronald","Londe"
"Wells Fargo Securities, Llc","Ronald","Londe"
"BMO Capital Markets","Jeffrey","Logsdon"
"RBC Capital Markets","Michael","Abramsky"
"RBC Capital Markets","Mike","Abramsky"
"Wall Street Access","Monica","Logani"
"Clarus Securities","Blair","Abernethy"
"Stifel Nicolaus & Company,Inc.","Blair","Abernethy"
"Thomas Weisel Partners","Blair","Abernethy"
"Thomas Weisel Partners Canada","Blair","Abernethy"
"Robert W. Baird & Co., Inc.","David","Loeb"
"ABG Sundal Collier","Henrik","Vikstrom"
"Stifel Nicolaus & Company, Inc.","R Thaddeus","Vayda"
"First Albany Corp.","Thaddeus","Vayda"
"Pacific Crest Securities","Kevin","Vassily"
"Susquehanna Financial Group","Kevin","Vassily"
"Credit Suisse","Charles","Gates"
"Credit Suisse First Boston","Charles","Gates"
"Kempen & Co","Sander","Van Oort"
"Keefe, Bruyette & Woods","Robert","Lee"
"HSBC","Herald","Van Der Linde"
"UBS","Richard","Schneider"
"William Blair & Company, L.L.C.","Laura","Lederman"
"Robert W. Baird & Co., Inc.","Michael","Schneider"
"Barrington Research","Derek","Leckow"
"CIBC World Markets","Paul","Lechem"
"Banc Of America Securities","Michael","Schmitz"
"Sg Cowen & Co.","Eric","Schmidt"
"Robert W. Baird & Co., Inc.","Suey","Wong"
"BMO Capital Markets","Victor","Lazarovici"
"BMO Nesbitt Burns","Victor","Lazarovici"
"Gmp Securities Ltd.","Timothy","Lazaris"
"Barclays Capital","Andrew","Lazar"
"Soleil - Great Lakes Review","Elliott","Schlang"
"Morgan, Keegan & Company, Inc.","John","Lawrence"
"Stephens Inc.","John","Lawrence"
"Stifel Nicolaus & Company, Inc.","David","Schick"
"Stifel Nicolaus & Company,Inc.","David","Schick"
"Jefferies & Co.","Robert","Schenosky"
"Merrill Lynch","Alexander","Latzer"
"JMP Securities","David","Scharf"
"Janney Montgomery Scott LLC","David","Schanzer"
"McAdams Wright Ragen","Paul","Latta"
"Raymond James","Michael","Latimore"
"Northland Sec","Mike","Latimore"
"Cowen And Company","Steve","Scala"
"Sg Cowen & Co.","Steve","Scala"
"TD Newcrest","Chris","Umiastowski"
"Merriman Curhan Ford & Co.","Tim","Savageaux"
"C.L. King & Associates, Inc.","Eric","Larson"
"Piper Jaffray","Eric","Larson"
"Ticonderoga Securities","Eric","Larson"
"C.E. Unterberg, Towbin","Angela","Larson"
"Susquehanna Financial Group","Angela","Larson"
"Credit Suisse","Christopher","Larsen"
"Piper Jaffray","Christopher","Larsen"
"Prudential","Christopher","Larsen"
"Stifel Nicolaus & Company, Inc.","John","Larkin"
"Stifel Nicolaus & Company,Inc.","John","Larkin"
"Daiwa","Pranab Kumar","Sarmah"
"Scotia Capital","Benoit","Laprade"
"Scotiabank GBM","Benoit","Laprade"
"Credit Suisse","Glen","Santangelo"
"Credit Suisse First Boston","Glen","Santangelo"
"Ascendiant Capital Markets","George","Santana"
"Global Hunter Securities, LLC","George","Santana"
"Miller Tabak & Co., Llc","Susan","Sansbury"
"A. G. Edwards & Sons, Inc.","Bruce","Lanni"
"A. G. Edwards & Sons, Inc.","L Bruce","Lanni"
"Foresight Research Solutions, LLC","Brian","Langenberg"
"Langenberg & Company","Brian","Langenberg"
"William Blair & Company, L.L.C.","Mark","Lane"
"Avondale Partners LLC","Douglas","Lane"
"Jefferies & Co.","Douglas","Lane"
"American Technology Research","Rob","Sanderson"
"Cowen And Company","Ian","Sanderson"
"Sg Cowen & Co.","Ian","Sanderson"
"Stephens Inc.","Stephen","Sanders"
"Stephens Inc.","Steve","Sanders"
"CIBC World Markets","Cliff","Hale-Sanders"
"Cormark Securities Inc.","Cliff","Hale-Sanders"
"TD Newcrest","Cliff","Hale-Sanders"
"Guggenheim Securities LLC","Michael","LaMotte"
"J.P. Morgan","Michael","Lamotte"
"J.P. Morgan","Michael","LaMotte"
"Howard Weil Inc.","Bill","Sanchez"
"Howard Weil Inc.","William","Sanchez"
"Wachovia Securities","Joe","San Pietro"
"Merrill Lynch","Hari","Sambasivam"
"Cormark Securities Inc.","Scott","Lamacraft"
"Sprott Securities Ltd.","Scott","Lamacraft"
"Friedman, Billings, Ramsey & Co.","Robert","Uhl"
"Infinium Capital Corp.","Steven","Salamon"
"C.K. Cooper & Company","Mary","Safrai"
"Caris & Company","Dorothy","Lakner"
"CIBC World Markets","Dorothy","Lakner"
"Mirabaud Securities","Julian","Lakin"
"Cantor Fitzgerald","Robert","Lafleur"
"Rodman & Renshaw Llc","Robert","Lafleur"
"Susquehanna Financial Group","Robert","Lafleur"
"Banc Of America Securities","Robert","Lacoursiere"
"CIBC World Markets","Kenric","Tyghe"
"Thinkequity Partners","Michael","Lachman"
"Barclays Capital","Caroline","Sabbagha"
"Nutmeg Securities","Peter","Labe"
"Janney Capital Markets","Steven","Labbe"
"Langen Mcalenney","Steven","Labbe"
"Langen McAlenney","Steven","Labbe"
"Merrill Lynch","Stacy","Turnof"
"Scotiabank GBM","Mark","Turner"
"BB&T Capital Markets","David","Turner"
"Raymond James","Ashok","Kumar"
"Credit Suisse First Boston","Ken","Kulju"
"Blackmont Capital","Bruce","Krugel"
"Cowen & Co.","Ed","Kroll"
"Raymond James","Michael","Krensavage"
"William Blair & Company, L.L.C.","John","Kreger"
"Banc Of America Securities","Tamara","Kravec"
"Blackmont Capital","Laurence","Terrisse-Rulleau"
"Cleveland Research Company","Mark","Koznarek"
"Ftn Midwest Securities Corp.","Mark","Koznarek"
"Credit Suisse","Randal","Rudniski"
"Oppenheimer & Co.","Chris","Kotowski"
"Soleil - Konolige Research","Kit","Konolige"
"Jefferies & Co.","Howard","Rubel"
"Soleil-Channel Mark Capital","Christopher","Rowen"
"Raymond James","Todd","Koffman"
"Haywood Securities","Alan","Knowles"
"William Blair & Company, L.L.C.","Jeff","Rosenberg"
"Ing Financial Markets","Rami","Rosen"
"Oscar Gruss & Son","Rami","Rosen"
"Thomas Weisel Partners","Paul","Knight"
"Morgan Stanley","Jamie","Rollo"
"ODDO Securities","Francois-Regis","Breuil"
"CIBC World Markets","Brad","Reback"
"Oppenheimer & Co.","Brad","Reback"
"Stifel Nicolaus & Company,Inc.","Brad","Reback"
"Jefferies & Co.","Ryan","Rauch"
"Canaccord Adams","Jeff","Rath"
"Canaccord Capital","Jeff","Rath"
"Barclays","Anand","Ramachandran"
"Crowell, Weedon & Co.","James","Ragan"
"Bear Stearns","Christine","Augustine"
"Credit Suisse","Sean","Quek"
"Bear Stearns","Alexia","Quadrani"
"J.P. Morgan","Alexia","Quadrani"
"JPMorgan","Alexia","Quadrani"
"Gmp Securities Ltd.","Todd","Kepler"
"Goldman Sachs","Steven","Kent"
"Goldman Sachs","Jack","Kelly"
"A. G. Edwards & Sons, Inc.","Jeffrey","Hopson"
"Stifel Nicolaus & Company, Inc.","Jeffrey","Hopson"
"Canaccord Adams","Mark","Kelleher"
"Canaccord Capital","Mark","Kelleher"
"Argus Research Company","Jim","Kelleher"
"Argus Research Corp.","Jim","Kelleher"
"BMO Capital Markets","Karl","Keirstead"
"Kaufman Bros.","Karl","Keirstead"
"RBC Capital Markets","James","Keating"
"Credit Suisse","Bryan","Keane"
"Deutsche Bank Securities","Bryan","Keane"
"Prudential","Bryan","Keane"
"Research Capital, Corp.","Jacques","Kavafian"
"Sterne, Agee & Leach","Jeff","Kauffman"
"Citi","William","Katz"
"Bear Stearns","Raymond","Katz"
"Cowen And Company","Moshe","Katri"
"Sg Cowen & Co.","Moshe","Katri"
"BB&T Capital Markets","John","Kasprzak"
"B. Riley & Company, Inc.","Dave","Kang"
"Roth Capital Partners LLC","Dave","Kang"
"Scotia Capital","Sam","Kanes"
"Cathay Financial Inc.","Eli","Kammerman"
"Cowen And Company","Eli","Kammerman"
"Global Hunter Securities, LLC","Ravi","Kamath"
"Caris & Company","Susan","Kalla"
"Citi","P J","Juvekar"
"Citigroup","Prashant","Juvekar"
"J.P. Morgan","Vivek","Juneja"
"A. G. Edwards & Sons, Inc.","Mark","Jordan"
"Noble Financial Capital Mkts","Mark","Jordan"
"Noble Financial Group","Mark","Jordan"
"Davenport & Co. Of Virginia, Inc.","Drake","Johnstone"
"Davenport & Co. Of Virginia, Inc.","F Drake","Johnstone"
"Davenport & Company Llc","F Drake","Johnstone"
"Raymond James","Wayne","Johnson"
"Global Crown Capital","Nikolay","Tishchenko"
"PICKERING ENERGY PARTNERS, INC.","Jeff","Tillery"
"Tudor Pickering & Co. Sec","Jeff","Tillery"
"Brean Murray, Carret & Co.","Michael","Tieu"
"First Securities Asa","Bjorn","Thoresen"
"Oppenheimer & Co.","Jennifer","Thompson"
"Goldman Sachs","Brantley","Thompson"
"Suntrust Robinson Humphrey","Andrew","Jeffrey"
"Wachovia Capital Markets, Llc","Ralph","Jean"
"Wachovia Securities","Ralph","Jean"
"Barclays Capital","Vijay","Jayant"
"ISI Group","Vijay","Jayant"
"First Global Stockbroking Ltd.","Kavita","Thomas"
"Avondale Partners LLC","James","Janesky"
"Ryan Beck & Co.","James","Janesky"
"Stifel Nicolaus & Company, Inc.","James","Janesky"
"BAS-ML","Michael","Jalonen"
"BofA Merrill Lynch","Michael","Jalonen"
"Merrill Lynch","Michael","Jalonen"
"National Bank Financial","Tanya","Jakusconek"
"Scotia Capital","Tanya","Jakusconek"
"Scotiabank GBM","Tanya","Jakusconek"
"Brean Murray, Carret & Co.","Peter","Jacobson"
"Kaufman Bros.","Peter","Jacobson"
"Ragen Mackenzie, A Divsn Of Wells Fargo","Peter","Jacobs"
"BAS-ML","Alison","Jacobowitz"
"BofA Merrill Lynch","Alison","Jacobowitz"
"Merrill Lynch","Alison","Jacobowitz"
"Avondale Partners LLC","P Sean","Jackson"
"Avondale Partners LLC","Sean","Jackson"
"Cantor Fitzgerald","Edward","Jackson"
"J.P. Morgan","John","Ivankoe"
"Merrill Lynch","John","Inch"
"Soleil - Soleil","Harry","Ikenson"
"Soleil Securities Group Inc.","Harry","Ikenson"
"Goldman Sachs Jb Were","Ian","Preston"
"BMO Capital Markets","Bert","Powell"
"BMO Capital Markets-Canada","Bert","Powell"
"BofA Merrill Lynch","Justin","Post"
"Merrill Lynch","Justin","Post"
"Thomas Weisel Partners","Heidi","Poon"
"Desjardins Securities","Keith","Howlett"
"RBC Capital Markets","Maureen","Howe"
"Hilliard Lyons","Tony","Howard"
"Raymond James","Joe","Hovorka"
"Raymond James","Joseph","Hovorka"
"Argus Research Company","Gary","Hovis"
"Argus Research Corp.","Gary","Hovis"
"Wachovia Securities","Joel","Houck"
"Keybanc Capital Markets","Brett","Hoselton"
"Keybanc Capital Mkts/Mcdonald","Brett","Hoselton"
"Deutsche Bank Securities","Louis","Taylor"
"Janney Montgomery Scott LLC","Lawrence","Horan"
"Genuity Capital Markets","Andrea","Horan"
"Canaccord Adams","Jim","Taylor"
"Bear Stearns","Thomas","Hopkins"
"Banc Of America Securities","Gary","Taylor"
"Citi","Gary","Taylor"
"Citigroup","Gary","Taylor"
"BofA Merrill Lynch","Robert","Hopkins"
"BMO Capital Markets","Wayne","Hood"
"Prudential","Wayne","Hood"
"J.P. Morgan","Adam","Holt"
"Morgan Stanley","Adam","Holt"
"Credit Suisse First Boston","Patrick","Hojlo"
"Gmp Securities Ltd.","Dayle","Hogg"
"BofA Merrill Lynch","Ken","Hoexter"
"Merrill Lynch","Ken","Hoexter"
"Thomas Weisel Partners","Gordon","Hodge"
"Merrill Lynch","Brett","Hodess"
"Goldman Sachs","Michael","Hodes"
"Salman Partners Inc.","Haytham","Hodaly"
"Bear Stearns","David","Hochstim"
"Goldman Sachs","May-Kin","Ho"
"HSBC","Steven","Pelayo"
"Soleil - Fulcrum Research","Steven","Pelayo"
"Bear Stearns","Robert","Peck"
"Mizuho Securities Asia Limited","Peter","Tang"
"Keybanc Capital Mkts/Mcdonald","Noel","Parks"
"Ladenburg Thalmann & Co.","Noel","Parks"
"UBS","Polo","Tang"
"Prudential","Matthew","Park"
"Credit Suisse","Nicole","Parent"
"Credit Suisse First Boston","Nicole","Parent"
"J.P. Morgan","Anthony","Paolone"
"JPMorgan","Anthony","Paolone"
"ABG Sundal Collier","Oystein","Oyehaug"
"Pacific Crest Securities","Rob","Owens"
"The Robins Group","Richard","Owens"
"Barclays Capital","Gregg","Orrill"
"CIBC World Markets","Rossa","O'Reilly"
"Robert W. Baird & Co., Inc.","Sandra","Notardonato"
"Dutton Associates","Mike","Niehuser"
"Tristone Capital Inc","Peter","Nicol"
"SG Securities","Richard","Nguyen"
"BofA Merrill Lynch","Raymond","Ngai"
"CIMB-GK","Kenneth","Ng"
"CIMB Research","Jonathan","Ng"
"CIMB-GK","Jonathan","Ng"
"Cormark Securities Inc.","David","Newman"
"National Bank Financial","David","Newman"
"Credit Suisse","David","Nelson"
"Credit Suisse First Boston","David","Nelson"
"Jefferies & Co.","David","Tameron"
"Wachovia Capital Markets, Llc","David","Tameron"
"Wachovia Securities","David","Tameron"
"Wells Fargo Securities, Llc","David","Tameron"
"Burnham Securities Inc.","David","Healy"
"First Albany Corp.","Mark","Murphy"
"Piper Jaffray","Gene","Munster"
"Wachovia Securities","Karl","Motey"
"Jennings Capital Inc","Rich","Morrow"
"Feltl & Company","Clinton","Morrison"
"A. G. Edwards & Sons, Inc.","Arthur","Havener"
"BB&T Capital Markets","Joel","Havard"
"Morgan, Keegan & Company, Inc.","Arthur","Hatfield"
"Canaccord Capital","Robert","Hastings"
"Needham & Company","Mark","Monane"
"Goldman Sachs Jb Were","Hamish","Tadgell"
"Barclays Capital","Bruce","Harting"
"Pacific Growth Equities","Sandy","Harrison"
"Signal Hill Group LLC","Sandy","Harrison"
"Wunderlich Securities, Inc.","William Sandy","Harrison"
"Ferris, Baker Watts, Inc.","Matthew","Harrigan"
"Janco Partners, Inc.","Matthew","Harrigan"
"Wunderlich Securities, Inc.","Matthew","Harrigan"
"Keefe, Bruyette & Woods","Jefferson","Harralson"
"Keefe, Bruyette & Woods, Inc.","Jefferson","Harralson"
"Needham & Company","Glenn","Hanus"
"Bear Stearns","Ellen","Hannan"
"Weeden & Co.","Ellen","Hannan"
"Dutton Associates","Stephen","Handley"
"JM Dutton & Associates LLC","Stephen","Handley"
"Barclays Capital","Eric","Handler"
"MKM Partners LLC","Eric","Handler"
"Wachovia Securities","Thomas","Hamlin"
"Lazard Capital Markets","Steven","Halper"
"Stifel Nicolaus & Company,Inc.","Steven","Halper"
"Thomas Weisel Partners","Steven","Halper"
"Natcity Investments, Inc.","James","Halloran"
"RBC Capital Markets","Kurt","Hallead"
"Janco Partners, Inc.","Gerard","Hallaren"
"Wachovia Capital Markets, Llc","John","Hall"
"Wachovia Securities","John","Hall"
"Wells Fargo Securities, Llc","John","Hall"
"UBS","Jonathan","Half"
"Wachovia Capital Markets, Llc","Chris","Haley"
"Wachovia Securities","Chris","Haley"
"BMO Nesbitt Burns","David","Mallalieu"
"Canaccord Adams","Irene","Haas"
"Sanders Morris Harris","Irene","Haas"
"Wunderlich Securities, Inc.","Irene","Haas"
"Jefferies & Co.","Ross","Macmillan"
"TD Newcrest","Bill","Mackenzie"
"Needham & Company","Pierre","Maccagno"
"Soleil - Communications Res.","Gregory","Lundberg"
"Goldman Sachs","Kit","Low"
"Raymond James","Frank","Louthan"
"Citi","Robert","Morris"
"Pali Research","Richard","Greenfield"
"Avondale Partners LLC","Amy","Greene"
"Avondale Partners LLC","Amy","Vinson"
"Langen Mcalenney","Larry","Greenberg"
"Langen McAlenney","Larry","Greenberg"
"Ftn Midwest Securities Corp.","Peyton","Green"
"Sterne, Agee & Leach","Peyton","Green"
"Piper Jaffray","Michael","Grasher"
"National Bank Financial","Martin","Goulet"
"Dowling & Partners Securities, LLC","Paul","Goulekas"
"Natexis Bleichroeder","Alan","Gould"
"Natixis Bleichroeder","Alan","Gould"
"Barrington Research","James","Goss"
"Credit Suisse","Marc","Goodman"
"Credit Suisse","Kenny","Lau"
"McGinn Smith & Co., Inc.","Joseph","Gomes"
"Oppenheimer & Co.","Joseph","Gomes"
"Canaccord Adams","David","Lambert"
"DBS Vickers","Dennis","Lam"
"Raymond James","Raymond","Lai"
"BB&T Capital Markets","Cary","Morris"
"Salman Partners Inc.","Raymond","Goldie"
"Barclays Capital","Jason","Goldberg"
"Morgan, Keegan & Company, Inc.","Harsh","Kumar"
"M.M. Warburg Bank","Eggert","Kuls"
"Haywood Securities","Rob","Goff"
"Haywood Securities","Robert","Goff"
"Northland Sec","Chris","Krueger"
"Miller Johnson Steichen Kinnard, Inc.","Christopher","Krueger"
"Aperion Group, LLC","Lewis","Kreps"
"C.K. Cooper & Company","Lewis","Kreps"
"Canaccord Adams","Frederick","Kozak"
"Haywood Securities","Frederick","Kozak"
"Canaccord Adams","J Frederick","Kozak"
"Morgan Joseph & Co Inc","Adam","Steinberg"
"Cormark Securities Inc.","David","Stein"
"Sprott Securities Ltd.","David","Stein"
"Caris & Company","Ann","Kohler"
"JMP Securities","Kristine","Koerber"
"Scotia Capital","Paul","Steep"
"Banc Of America Securities","George","Staphos"
"BofA Merrill Lynch","George","Staphos"
"Banc Of America Securities","Robert","Stallard"
"Macquarie Research Equities","Robert","Stallard"
"Atlantic Equities","Richard","Staite"
"Northland Sec","Paul","Kaump"
"BMO Capital Markets","Ambrish","Srivastava"
"Banc Of America Securities","Robert","Morris"
"Goldsmith & Harris","Gary","Giblen"
"TD Newcrest","Lennox","Gibbs"
"Stifel Nicolaus & Company, Inc.","Kit","Spring"
"Genuity Capital Markets","Dvai","Ghose"
"JPMorgan","Daniel","Kang"
"Oppenheimer & Co.","Fadel","Gheit"
"Janney Capital Markets","Mark","Kalinowski"
"Broadpoint Capital","Paula","Kalandiak"
"First Albany Corp.","Paula","Kalandiak"
"Roth Capital Partners LLC","Paula","Kalandiak"
"Atlantic Equities","Nathan","Judge"
"Greenwich Consultants","Michael","Judd"
"William Blair & Company, L.L.C.","Jeffrey","Germanotta"
"RBC Capital Markets","David","Geraty"
"J.P. Morgan","Ehud","Gelblum"
"Morgan Stanley","Ehud","Gelblum"
"McAdams Wright Ragen","Dan","Geiman"
"RBC Capital Markets","Gordon","Gee"
"Macquarie Research Equities","Glenn","Jamieson"
"Orion Securities Inc.","Glenn","Jamieson"
"Nomura","Shailesh","Jaitly"
"Thomas Weisel Partners","R Keith","Gay"
"JMP Securities","Alex","Gauna"
"UBS","Alex","Gauna"
"Thomas Weisel Partners","Hasan","Imam"
"Citi","Richard","Gardner"
"Citigroup","Richard","Gardner"
"Credit Suisse","Ralph","Garcea"
"Credit Suisse First Boston","Ralph","Garcea"
"Haywood Securities","Ralph","Garcea"
"NCP Northland Capital Partners","Ralph","Garcea"
"Banc Of America Securities","Abhishek","Gami"
"J.P. Morgan","Michael","Gambardella"
"JPMorgan","Michael","Gambardella"
"Merrill Lynch","Thomas","Gallucci"
"Lazard Capital Markets","Tom","Gallucci"
"Calyon Securities (USA) Inc.","Gordon","Howald"
"Natexis Bleichroeder","Gordon","Howald"
"HSBC","Victor","Galliano"
"RBC Capital Markets","Cynthia","Houlton"
"Keefe, Bruyette & Woods","Cliff","Gallant"
"Keefe, Bruyette & Woods","Clifford","Gallant"
"Keefe, Bruyette & Woods, Inc.","Clifford","Gallant"
"Citi","Keith","Horowitz"
"Citigroup","Keith","Horowitz"
"Scotia Capital","Murray","Gainer"
"William Blair & Company, L.L.C.","Daniel","Hofkin"
"Cowen And Company","Matthew","Hoffman"
"Moors & Cabot Capital Markets","Matthew","Hoffman"
"Genuity Capital Markets","David","Hodgson"
"Credit Suisse","Marisa","Ho"
"Daiwa","Joseph","Ho"
"DBS Vickers","Joseph","Ho"
"National Bank Financial","Winfried","Fruehauf"
"Soleil - Soleil","Peter","Friedland"
"Suntrust Robinson Humphrey","Robert","Hazlett"
"Janco Partners, Inc.","Thomas","Friedberg"
"Alandsbanken","Lars","Soderfjell"
"Jefferies & Co.","Paul","Fremont"
"A. G. Edwards & Sons, Inc.","Poe","Fratt"
"Ladenburg Thalmann & Co.","Brian","Harvey"
"WM Smith Securities","Brian","Harvey"
"Needham & Company","John","Harmon"
"FBR Capital Markets & Co.","Matthew","Snowling"
"Friedman, Billings, Ramsey & Co.","Matthew","Snowling"
"Paradigm Capital Inc.","Corey","Hammill"
"Kaufman Bros.","Audrey","Snell"
"Thinkequity Partners","Audrey","Snell"
"Brigantine Advisors Llc","Steven","Frankel"
"Canaccord Adams","Steven","Frankel"
"Taglich Brothers Inc.","Howard","Halpern"
"Merrill Lynch","Steven","Fox"
"JMP Securities","Jim","Fowler"
"Keybanc Capital Markets","Dennis","Forst"
"Keybanc Capital Mkts/Mcdonald","Dennis","Forst"
"Oppenheimer & Co.","Glenn","Greene"
"Thinkequity Partners","Glenn","Greene"
"Citi","Kimberly","Greenberger"
"Citigroup","Kimberly","Greenberger"
"Barclays Capital","Daniel","Ford"
"Citigroup","Greg","Gordon"
"Morgan Stanley","Greg","Gordon"
"ABN Amro","Paul","Gooden"
"Thomas Weisel Partners","Eric","Gomberg"
"Credit Suisse","Prashant","Gokhale"
"BAS-ML","Robert","Fong"
"Calyon Securities (USA) Inc.","Harry","Fong"
"Soleil - Soleil","Harry","Fong"
"Howard Weil Inc.","Rebecca","Followill"
"Tudor Pickering & Co. Sec","Rebecca","Followill"
"Merrill Lynch","Mitali","Ghosh"
"Canaccord Genuity","John","Gerdes"
"Suntrust Robinson Humphrey","John","Gerdes"
"Credit Suisse","Thomas","Gallagher"
"Credit Suisse First Boston","Thomas","Gallagher"
"Canaccord Adams","Martin","Gagel"
"Sandler O'Neill & Partners L.P.","Mark","Fitzgibbon"
"Banc Of America Securities","Mark","Fitzgerald"
"Goldman Sachs","Arjun","Narayana Murti"
"Noble Financial Group","Michael","Friedman"
"Stephens Inc.","Nikolai","Fisken"
"Kaufman Bros.","Michael","French"
"Morgan Joseph & Co Inc","Michael","French"
"Raymond James","William","Fisher"
"A. G. Edwards & Sons, Inc.","Douglas","Fischer"
"Credit Suisse First Boston","Mark","Flannery"
"Octagon Capital  Corporation","Jeffrey","Fiell"
"Octagon Capital Corporation","Jeffrey","Fiell"
"Merrill Lynch","Lauren","Fine"
"Itau Corretora","Ricardo","Fernandez"
"BAS-ML","Mauricio","Fernandes"
"BofA Merrill Lynch","Mauricio","Fernandes"
"Merrill Lynch","Mauricio","Fernandes"
"Enskilda Securities","Terje","Fatnes"
"SEB Enskilda","Terje","Fatnes"
"CIBC World Markets","Shaul","Eyal"
"Oppenheimer & Co.","Shaul","Eyal"
"Susquehanna Financial Group","Thomas","Filandro"
"A. G. Edwards & Sons, Inc.","Daniel","Fidell"
"Brean Murray, Carret & Co.","Daniel","Fidell"
"USCA Securities LLC","Daniel","Fidell"
"Hudson Square Research","Daniel","Ernst"
"Soleil-Hudson Square Research","Daniel","Ernst"
"Stifel Nicolaus & Company, Inc.","David","Fick"
"Banc Of America Securities","Anatol","Feygin"
"Canaccord Adams","Sara","Elford"
"Canaccord Capital","Sara","Elford"
"Canaccord Genuity","Sara","Elford"
"Wellington Shields & Co Llc","Leigh","Ferst"
"Oscar Gruss & Son","Ehud","Eisenstein"
"A. G. Edwards & Sons, Inc.","Anthony","Ferrugia"
"Jefferies & Co.","Katherine","Egbert"
"Ferris, Baker Watts, Inc.","Paul","Ferretti"
"UBS","Jeffrey","Edelman"
"B. Riley & Company, Inc.","Rich","Eckert"
"Roth Capital Partners LLC","Richard","Eckert"
"Deutsche Bank Securities","Graeme","Eadie"
"Dowling & Partners Securities, LLC","Geoffrey","Dunn"
"Keefe, Bruyette & Woods, Inc.","Geoffrey","Dunn"
"Deutsche Bank Securities","Jonathan","Fell"
"Barclays","Robert","Drbul"
"Barclays Capital","Robert","Drbul"
"Hoefer & Arnett Inc.","Louis","Feldman"
"Punk, Ziegel & Co.","Louis","Feldman"
"Emerging Growth Equities, Ltd.","Michael","Donahue"
"Barclays Capital","Adam","Feinstein"
"National Bank Financial","Robert","Feick"
"Canaccord Adams","Robert","Fay"
"Canaccord Capital","Robert","Fay"
"C.E. Unterberg, Towbin","Richard","Faust"
"JMP Securities","Donald","Destino"
"J.P. Morgan","John","Faucher"
"JPMorgan","John","Faucher"
"Pacific Crest Securities","James","Faucette"
"Goldman Sachs","Matthew J","Fassler"
"Goldman Sachs","Matthew","Fassler"
"Brigantine Advisors Llc","Kevin","Dede"
"Merriman Curhan Ford & Co.","Kevin","Dede"
"Morgan Joseph & Co Inc","Kevin","Dede"
"BAS-ML","Christine","Farkas"
"Merrill Lynch","Christine","Farkas"
"C.L. King & Associates, Inc.","Gary","Farber"
"Cowen & Co.","Dhulsini","De Zoysa"
"Cowen And Company","Dhulsini","De Zoysa"
"Sg Cowen & Co.","Dhulsini","De Zoysa"
"Jefferies & Co.","Anthony","De Larrinaga"
"Capstone Investments","Joanne","Fairechio"
"Janney Montgomery Scott LLC","Joanne","Fairechio"
"BAS-ML","Andrew","Fairbanks"
"Merrill Lynch","Andrew","Fairbanks"
"Credit Suisse","Michael","Exstein"
"Credit Suisse First Boston","Michael","Exstein"
"Dougherty & Company LLC","Jeff","Evanson"
"Craig-Hallum Capital","Robert","Evans"
"Craig-Hallum Captial","Robert","Evans"
"Stanford Financial Group","Jordan","Estra"
"Janney Montgomery Scott LLC","Vernon","Essi"
"M.S. Howells & Co.","Vernon","Essi"
"Needham & Company","Vernon","Essi"
"J.P. Morgan","Corey","Davis"
