"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Roth Capital"||"9/19/2014 8:25:00 AM"|"Ideal Power Inc. (NASDAQ: IPWR) rated to Buy with price target $17 by Roth Capital"|"Roth Capital rated Ideal Power Inc. (NASDAQ: IPWR) to Buy with price target $17
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143869> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Roth Capital rated Ideal Power Inc. (NASDAQ: IPWR) to Buy with price target $17<br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143869"">View article...</A></p></body></html>"
|"Roth Capital"||"9/19/2014 8:25:00 AM"|"Cymabay Therapeutics (NASDAQ: CBAY) rated to Buy with price target $14 by Roth Capital"|"Roth Capital rated Cymabay Therapeutics (NASDAQ: CBAY) to Buy with price target $14. 
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143868> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Roth Capital rated Cymabay Therapeutics (NASDAQ: CBAY) to Buy with price target $14. <br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143868"">View article...</A></p></body></html>"
|"Brean Capital"||"9/19/2014 8:25:00 AM"|"Xcel Brands Inc. (OTCBB: XELB) rated to Buy with price target $7 by Brean Capital"|"Brean Capital rated Xcel Brands Inc. (OTCBB: XELB) to Buy with price target $7
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143867> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Brean Capital rated Xcel Brands Inc. (OTCBB: XELB) to Buy with price target $7<br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143867"">View article...</A></p></body></html>"
|"MLV & Co"||"9/19/2014 8:25:00 AM"|"Northstar Asset Management Grou (NYSE: NSAM) rated to Hold with price target $20.50 by MLV & Co"|"MLV & Co rated Northstar Asset Management Grou (NYSE: NSAM) to Hold with price target $20.50. 
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143866> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MLV & Co rated Northstar Asset Management Grou (NYSE: NSAM) to Hold with price target $20.50. <br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143866"">View article...</A></p></body></html>"
|"Chardan Capital Markets"||"9/19/2014 8:25:00 AM"|"Abtech Holdings Inc (OTCBB: ABHD) rated to Buy with price target $1.10 by Chardan Capital Markets"|"Chardan Capital Markets rated Abtech Holdings Inc (OTCBB: ABHD) to Buy with price target $1.10
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143865> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Chardan Capital Markets rated Abtech Holdings Inc (OTCBB: ABHD) to Buy with price target $1.10<br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143865"">View article...</A></p></body></html>"
|"FBR Capital"||"9/19/2014 8:25:00 AM"|"National Cinemedia, Inc. (NASDAQ: NCMI) rated to Outperform with price target $17 by FBR Capital"|"FBR Capital rated National Cinemedia, Inc. (NASDAQ: NCMI) to Outperform with price target $17
Rated Date: 9/19/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143861> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital rated National Cinemedia, Inc. (NASDAQ: NCMI) to Outperform with price target $17<br />Rated Date: 9/19/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143861"">View article...</A></p></body></html>"
|"Gilford Securities"||"9/18/2014 1:25:00 PM"|"VIRNETX HOLDING CORP (AMEX: VHC) rated to Neutral  by Gilford Securities"|"Gilford Securities rated VIRNETX HOLDING CORP (AMEX: VHC) to Neutral. 
Rated Date: 9/18/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143856> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Gilford Securities rated VIRNETX HOLDING CORP (AMEX: VHC) to Neutral. <br />Rated Date: 9/18/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143856"">View article...</A></p></body></html>"
|"William Blair"||"9/22/2014 2:25:00 PM"|"Inventure Foods Inc. (NASDAQ: SNAK) rated to Outperform  by William Blair"|"William Blair rated Inventure Foods Inc. (NASDAQ: SNAK) to Outperform
Rated Date: 9/22/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143925> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>William Blair rated Inventure Foods Inc. (NASDAQ: SNAK) to Outperform<br />Rated Date: 9/22/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143925"">View article...</A></p></body></html>"
|"William Blair"||"9/22/2014 2:25:00 PM"|"Veeva Systems Inc. (NYSE: VEEV) rated to Outperform  by William Blair"|"William Blair rated Veeva Systems Inc. (NYSE: VEEV) to Outperform. 
Rated Date: 9/22/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143924> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>William Blair rated Veeva Systems Inc. (NYSE: VEEV) to Outperform. <br />Rated Date: 9/22/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143924"">View article...</A></p></body></html>"
|"Barclays"||"9/22/2014 12:25:00 PM"|"Mallinckrodt Plc Ordinary Share (NYSE: MNK) rated to Overweight with price target $105 by Barclays"|"Barclays rated Mallinckrodt Plc Ordinary Share (NYSE: MNK) to Overweight with price target $105
Rated Date: 9/22/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143921> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Mallinckrodt Plc Ordinary Share (NYSE: MNK) to Overweight with price target $105<br />Rated Date: 9/22/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143921"">View article...</A></p></body></html>"
|"MKM Partners"||"9/22/2014 11:25:00 AM"|"Sigma-aldrich Corporation (NASDAQ: SIAL) rated to Buy with price target $140 by MKM Partners"|"MKM Partners rated Sigma-aldrich Corporation (NASDAQ: SIAL) to Buy with price target $140
Rated Date: 9/22/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143917> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners rated Sigma-aldrich Corporation (NASDAQ: SIAL) to Buy with price target $140<br />Rated Date: 9/22/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143917"">View article...</A></p></body></html>"
|"MKM Partners"||"9/22/2014 11:25:00 AM"|"Alibaba.com (BABA) rated to Buy with price target $125 by MKM Partners"|"MKM Partners rated Alibaba.com (BABA) to Buy with price target $125. 
Rated Date: 9/22/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143916> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners rated Alibaba.com (BABA) to Buy with price target $125. <br />Rated Date: 9/22/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143916"">View article...</A></p></body></html>"
|"Gabelli & Co"||"9/22/2014 10:25:00 AM"|"Hawaiian Electric Industries, Inc. (NYSE: HE) rated to Buy with price target $34 by Gabelli & Co"|"Gabelli & Co rated Hawaiian Electric Industries, Inc. (NYSE: HE) to Buy with price target $34 with today's price of $26.15. 
Rated Date: 9/22/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143910> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Gabelli & Co rated Hawaiian Electric Industries, Inc. (NYSE: HE) to Buy with price target $34 with today's price of $26.15. <br />Rated Date: 9/22/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143910"">View article...</A></p></body></html>"
|"Argus"||"9/22/2014 9:25:00 AM"|"Ecolab Inc. (NYSE: ECL) rated to Buy with price target $134 by Argus"|"Argus rated Ecolab Inc. (NYSE: ECL) to Buy with price target $134. 
Rated Date: 9/22/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143906> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus rated Ecolab Inc. (NYSE: ECL) to Buy with price target $134. <br />Rated Date: 9/22/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143906"">View article...</A></p></body></html>"
|"Sterne Agee"||"9/22/2014 9:25:00 AM"|"Carbo Ceramics, Inc. (NYSE: CRR) rated to Neutral  by Sterne Agee"|"Sterne Agee rated Carbo Ceramics, Inc. (NYSE: CRR) to Neutral. 
Rated Date: 9/22/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143904> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Sterne Agee rated Carbo Ceramics, Inc. (NYSE: CRR) to Neutral. <br />Rated Date: 9/22/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143904"">View article...</A></p></body></html>"
|"Roth Capital"||"9/22/2014 8:25:00 AM"|"BLUE HOLDINGS INC (NASDAQ: BLUE) rated to Buy with price target $50 by Roth Capital"|"Roth Capital rated BLUE HOLDINGS INC (NASDAQ: BLUE) to Buy with price target $50. 
Rated Date: 9/22/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143896> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Roth Capital rated BLUE HOLDINGS INC (NASDAQ: BLUE) to Buy with price target $50. <br />Rated Date: 9/22/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143896"">View article...</A></p></body></html>"
|"Northland Capital"||"9/22/2014 8:25:00 AM"|"Primo Water Corporation (NASDAQ: PRMW) rated to Outperform with price target $6.50 by Northland Capital"|"Northland Capital rated Primo Water Corporation (NASDAQ: PRMW) to Outperform with price target $6.50
Rated Date: 9/22/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143895> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Northland Capital rated Primo Water Corporation (NASDAQ: PRMW) to Outperform with price target $6.50<br />Rated Date: 9/22/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143895"">View article...</A></p></body></html>"
|"Janney"||"9/22/2014 8:25:00 AM"|"Palo Alto Networks Inc. (NYSE: PANW) rated to Buy with price target $125 by Janney"|"Janney rated Palo Alto Networks Inc. (NYSE: PANW) to Buy with price target $125. 
Rated Date: 9/22/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143894> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Janney rated Palo Alto Networks Inc. (NYSE: PANW) to Buy with price target $125. <br />Rated Date: 9/22/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143894"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"9/23/2014 10:25:00 AM"|"Canadian Solar Inc. (NASDAQ: CSIQ) rated to Buy with price target $48 by Canaccord Genuity"|"Canaccord Genuity rated Canadian Solar Inc. (NASDAQ: CSIQ) to Buy with price target $48 with today's price of $38.68. 
Rated Date: 9/23/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143950> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity rated Canadian Solar Inc. (NASDAQ: CSIQ) to Buy with price target $48 with today's price of $38.68. <br />Rated Date: 9/23/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143950"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"9/23/2014 10:25:00 AM"|"Mks Instruments, Inc. (NASDAQ: MKSI) rated to Buy with price target $39 by Canaccord Genuity"|"Canaccord Genuity rated Mks Instruments, Inc. (NASDAQ: MKSI) to Buy with price target $39
Rated Date: 9/23/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143949> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity rated Mks Instruments, Inc. (NASDAQ: MKSI) to Buy with price target $39<br />Rated Date: 9/23/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143949"">View article...</A></p></body></html>"
|"Telsey Advisory Group"||"9/23/2014 9:25:00 AM"|"Ascena Retail Group (NASDAQ: ASNA) rated to Market Perform with price target $16 by Telsey Advisory Group"|"Telsey Advisory Group rated Ascena Retail Group (NASDAQ: ASNA) to Market Perform with price target $16. 
Rated Date: 9/23/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143948> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Telsey Advisory Group rated Ascena Retail Group (NASDAQ: ASNA) to Market Perform with price target $16. <br />Rated Date: 9/23/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143948"">View article...</A></p></body></html>"
|"Wunderlich"||"9/23/2014 9:25:00 AM"|"Matthews International Corporation (NASDAQ: MATW) rated to Buy with price target $58 by Wunderlich"|"Wunderlich rated Matthews International Corporation (NASDAQ: MATW) to Buy with price target $58
Rated Date: 9/23/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143947> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Wunderlich rated Matthews International Corporation (NASDAQ: MATW) to Buy with price target $58<br />Rated Date: 9/23/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143947"">View article...</A></p></body></html>"
|"Ardour Capital"||"9/23/2014 9:25:00 AM"|"HONG KONG HIGHPOWER (NASDAQ: HPJ) rated to Buy with price target $15 by Ardour Capital"|"Ardour Capital rated HONG KONG HIGHPOWER (NASDAQ: HPJ) to Buy with price target $15
Rated Date: 9/23/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143945> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Ardour Capital rated HONG KONG HIGHPOWER (NASDAQ: HPJ) to Buy with price target $15<br />Rated Date: 9/23/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143945"">View article...</A></p></body></html>"
|"Telsey Advisory Group"||"9/23/2014 9:25:00 AM"|"Interpublic Group Of Companies, Inc.  (NYSE: IPG) rated to Outperform with price target $21 by Telsey Advisory Group"|"Telsey Advisory Group rated Interpublic Group Of Companies, Inc. (NYSE: IPG) to Outperform with price target $21. 
Rated Date: 9/23/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143944> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Telsey Advisory Group rated Interpublic Group Of Companies, Inc.  (NYSE: IPG) to Outperform with price target $21. <br />Rated Date: 9/23/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143944"">View article...</A></p></body></html>"
|"Singular Research"||"9/23/2014 4:25:00 PM"|"Checkpoint Systms, Inc. (NYSE: CKP) rated to Buy with price target $18 by Singular Research"|"Singular Research rated Checkpoint Systms, Inc. (NYSE: CKP) to Buy with price target $18
Rated Date: 9/23/2014 4:25:00 PM	


View article... <http://www.gainerstoday.com/article-143959> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Singular Research rated Checkpoint Systms, Inc. (NYSE: CKP) to Buy with price target $18<br />Rated Date: 9/23/2014 4:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143959"">View article...</A></p></body></html>"
|"Deutsche Bank"||"9/23/2014 1:25:00 PM"|"Dynegy Inc. (NYSE: DYN) rated to Buy with price target $40 by Deutsche Bank"|"Deutsche Bank rated Dynegy Inc. (NYSE: DYN) to Buy with price target $40
Rated Date: 9/23/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143957> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Deutsche Bank rated Dynegy Inc. (NYSE: DYN) to Buy with price target $40<br />Rated Date: 9/23/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143957"">View article...</A></p></body></html>"
|"Tigress Financial"||"9/23/2014 11:25:00 AM"|"Kaiser Aluminum Corporation (NASDAQ: KALU) rated to Buy  by Tigress Financial"|"Tigress Financial rated Kaiser Aluminum Corporation (NASDAQ: KALU) to Buy with today's price of $78.94. 
Rated Date: 9/23/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143954> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Tigress Financial rated Kaiser Aluminum Corporation (NASDAQ: KALU) to Buy with today's price of $78.94. <br />Rated Date: 9/23/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143954"">View article...</A></p></body></html>"
|"Tigress Financial"||"9/23/2014 11:25:00 AM"|"Alcoa Inc. (NYSE: AA) rated to Buy  by Tigress Financial"|"Tigress Financial rated Alcoa Inc. (NYSE: AA) to Buy
Rated Date: 9/23/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143953> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Tigress Financial rated Alcoa Inc. (NYSE: AA) to Buy<br />Rated Date: 9/23/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143953"">View article...</A></p></body></html>"
|"Tigress Financial"||"9/23/2014 11:25:00 AM"|"Freeport-mcmoran Copper & Gold, Inc. (NYSE: FCX) rated to Neutral  by Tigress Financial"|"Tigress Financial rated Freeport-mcmoran Copper & Gold, Inc. (NYSE: FCX) to Neutral. 
Rated Date: 9/23/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143952> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Tigress Financial rated Freeport-mcmoran Copper & Gold, Inc. (NYSE: FCX) to Neutral. <br />Rated Date: 9/23/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143952"">View article...</A></p></body></html>"
|"Tigress Financial"||"9/23/2014 11:25:00 AM"|"Trw Automotive Holdings Corporation (NYSE: TRW) rated to Neutral  by Tigress Financial"|"Tigress Financial rated Trw Automotive Holdings Corporation (NYSE: TRW) to Neutral
Rated Date: 9/23/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143951> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Tigress Financial rated Trw Automotive Holdings Corporation (NYSE: TRW) to Neutral<br />Rated Date: 9/23/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143951"">View article...</A></p></body></html>"
|"Telsey Advisory Group"||"9/23/2014 9:25:00 AM"|"Omnicom Group Inc. (NYSE: OMC) rated to Market Perform with price target $78.50 by Telsey Advisory Group"|"Telsey Advisory Group rated Omnicom Group Inc. (NYSE: OMC) to Market Perform with price target $78.50
Rated Date: 9/23/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143943> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Telsey Advisory Group rated Omnicom Group Inc. (NYSE: OMC) to Market Perform with price target $78.50<br />Rated Date: 9/23/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143943"">View article...</A></p></body></html>"
|"Stifel"||"9/23/2014 8:25:00 AM"|"Sotheby's Holdings, Inc. (NYSE: BID) rated to Buy with price target $50 by Stifel"|"Stifel rated Sotheby's Holdings, Inc. (NYSE: BID) to Buy with price target $50
Rated Date: 9/23/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143939> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated Sotheby's Holdings, Inc. (NYSE: BID) to Buy with price target $50<br />Rated Date: 9/23/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143939"">View article...</A></p></body></html>"
|"Topeka Capital Markets"||"9/23/2014 8:25:00 AM"|"Pandora Media Inc (NYSE: P) rated to Hold with price target $30 by Topeka Capital Markets"|"Topeka Capital Markets rated Pandora Media Inc (NYSE: P) to Hold with price target $30
Rated Date: 9/23/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143935> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets rated Pandora Media Inc (NYSE: P) to Hold with price target $30<br />Rated Date: 9/23/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143935"">View article...</A></p></body></html>"
|"Telsey Advisory Group"||"9/24/2014 11:25:00 AM"|"Bed Bath & Beyond Inc. (NASDAQ: BBBY) rated to Underperform with price target $65 by Telsey Advisory Group"|"Telsey Advisory Group rated Bed Bath & Beyond Inc. (NASDAQ: BBBY) to Underperform with price target $65
Rated Date: 9/24/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143975> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Telsey Advisory Group rated Bed Bath & Beyond Inc. (NASDAQ: BBBY) to Underperform with price target $65<br />Rated Date: 9/24/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143975"">View article...</A></p></body></html>"
|"MKM Partners"||"9/24/2014 11:25:00 AM"|"Rf Micro Devices, Inc. (NASDAQ: RFMD) rated to Buy with price target $15 by MKM Partners"|"MKM Partners rated Rf Micro Devices, Inc. (NASDAQ: RFMD) to Buy with price target $15 with today's price of $11.95. 
Rated Date: 9/24/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143974> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners rated Rf Micro Devices, Inc. (NASDAQ: RFMD) to Buy with price target $15 with today's price of $11.95. <br />Rated Date: 9/24/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143974"">View article...</A></p></body></html>"
|"MKM Partners"||"9/24/2014 11:25:00 AM"|"Skyworks Solutions, Inc. (NASDAQ: SWKS) rated to Buy with price target $68 by MKM Partners"|"MKM Partners rated Skyworks Solutions, Inc. (NASDAQ: SWKS) to Buy with price target $68
Rated Date: 9/24/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143973> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners rated Skyworks Solutions, Inc. (NASDAQ: SWKS) to Buy with price target $68<br />Rated Date: 9/24/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143973"">View article...</A></p></body></html>"
|"CRT Capital"||"9/24/2014 9:25:00 AM"|"Travelport Worldwide (TVPT) rated to Buy with price target $18 by CRT Capital"|"CRT Capital rated Travelport Worldwide (TVPT) to Buy with price target $18. 
Rated Date: 9/24/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143972> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>CRT Capital rated Travelport Worldwide (TVPT) to Buy with price target $18. <br />Rated Date: 9/24/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143972"">View article...</A></p></body></html>"
|"Northland Capital"||"9/24/2014 8:25:00 AM"|"Maxwell Technologies, Inc. (NASDAQ: MXWL) rated to Outperform with price target $13 by Northland Capital"|"Northland Capital rated Maxwell Technologies, Inc. (NASDAQ: MXWL) to Outperform with price target $13. 
Rated Date: 9/24/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143970> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Northland Capital rated Maxwell Technologies, Inc. (NASDAQ: MXWL) to Outperform with price target $13. <br />Rated Date: 9/24/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143970"">View article...</A></p></body></html>"
